id_cliente,horas_consumo_mensual,gasto_mensual,cantidad_contenidos_vistos,sesiones_semana,porcentaje_finalizacion,tiempo_promedio_sesion_min,cantidad_generos_consumidos,porcentaje_uso_promociones,antiguedad_cliente_meses,edad,dispositivos_registrados,porcentaje_uso_app_movil,cantidad_perfiles_creados,interacciones_mensuales_soporte,distancia_promedio_red_km,cluster,pc1,pc2
1206,32,271,38,8,78,133,3,0.1382141255338672,55,36.0,3,1.0,1,7,53.8,0,0.9693051337048677,0.11575756899366704
1207,24,188,66,21,74,167,4,0.2891567862532729,40,59.0,1,0.57,3,6,67.2,0,0.6768967521554696,2.716511042666411
1208,34,51,16,4,24,39,4,0.3237116987110559,11,18.0,3,0.45,1,4,14.4,1,-1.9858531185791035,-1.0013187967824393
1209,24,197,32,6,74,66,7,0.3703364980349504,61,46.0,2,0.69,4,0,2.5,0,0.24314402031203033,0.5138139253789121
1210,36,244,58,13,88,134,9,0.2364360097896882,65,62.0,1,0.2,3,6,62.5,0,1.7847326074048435,1.1742430770099481
1211,36,97,6,1,41,43,1,0.2476516213933919,8,66.0,3,0.67,3,7,49.2,1,-2.394356527808878,-1.182105524860501
1212,54,65,3,0,17,74,1,0.5702934700373882,13,52.0,5,0.55,2,4,56.3,1,-2.98971930909918,-1.915710844536198
1213,19,89,5,3,36,36,1,0.3626884619001109,8,57.0,3,0.47,2,1,67.2,1,-2.8655872451375357,0.2896946876887352
1214,32,186,73,16,42,145,8,0.1209355503146033,63,31.0,2,0.96,1,4,64.4,0,1.4931266943650223,1.976525980725276
1215,19,110,3,1,32,34,4,0.2360854055604711,12,52.0,4,0.57,3,5,76.9,1,-2.331378907352923,-0.2559756162310086
1216,40,155,24,17,68,90,9,0.1803734754636226,35,65.0,3,0.3,2,3,43.3,0,0.35009811224062115,0.5622574473213857
1217,24,277,76,20,51,76,6,0.4924945497377215,22,62.0,4,0.51,4,1,39.6,0,-0.4146363403383262,3.0647509181080084
1218,33,59,13,6,37,9,4,0.7562005807545773,12,37.0,5,0.93,2,5,32.7,1,-2.8952794175893564,-0.4340924236800648
1219,18,59,6,5,27,76,3,0.7188117152201243,21,66.0,3,0.26,2,5,13.1,1,-3.0488925777277487,-0.3564759600666581
1220,45,287,29,2,98,261,8,0.0606256711890657,89,30.0,1,0.29,3,5,46.2,2,3.2354444444578316,-1.2742196504718908
1221,19,114,2,2,66,77,1,0.3833145863948142,20,55.0,4,0.11,3,0,22.9,1,-2.0266810044423056,-0.24834601798504666
1222,40,55,4,1,64,10,3,0.6717655740542567,15,66.0,5,0.11,5,5,73.8,1,-2.9095421303306903,-0.8084481974596032
1223,36,179,56,24,81,71,9,0.2588715109716844,57,63.0,1,0.85,4,0,47.1,0,1.2216242198055673,2.746202985475009
1224,35,74,3,5,33,34,2,0.6835552400705728,16,66.0,1,0.76,3,5,47.8,1,-3.0283330276104397,-0.5588606162450805
1225,21,299,33,13,54,80,5,0.1694098059946034,21,25.0,1,0.42,1,2,29.0,0,0.0667543595486047,0.9404585636060023
1226,17,139,37,14,64,125,3,0.2917417760551407,52,60.0,1,0.73,4,7,5.1,0,-0.16145798308888654,1.0831759357782815
1227,60,519,10,6,83,244,8,0.1005132152926884,80,37.0,3,0.46,4,1,3.5,2,3.2817401842415443,-2.2140846355919366
1228,23,54,13,4,43,12,1,0.2154871441696922,25,50.0,3,0.96,3,2,34.4,1,-2.1762815843105408,0.14610161482283224
1229,44,317,22,4,87,179,10,6.650122409788129e-05,82,43.0,3,0.97,4,5,7.7,2,2.791637076538304,-1.4270089345368207
1230,19,89,19,6,60,9,3,0.3150694733551163,25,56.0,5,0.45,3,1,48.9,1,-1.9445557921807035,0.7950994706432902
1231,31,516,27,8,84,202,13,0.0284498737374392,48,38.0,5,0.87,2,1,70.6,2,2.997425410084296,0.2042149176202795
1232,45,91,14,2,16,84,4,0.2373750788780376,4,66.0,5,0.8,5,6,70.8,1,-2.229904353603407,-1.0119926790603948
1233,21,69,17,4,48,56,1,0.5743375017749832,28,59.0,2,0.38,2,3,53.1,1,-2.4825445550529945,0.362051458948613
1234,54,92,3,6,36,18,3,0.6401686283368413,22,60.0,5,0.31,3,2,17.7,1,-2.631665760214069,-1.472664662585925
1235,19,249,46,10,54,80,4,0.3723899308952978,58,58.0,3,0.51,3,3,69.2,0,-0.321616003564124,1.6903664725442127
1236,22,94,13,4,35,89,1,0.6809222671297939,13,26.0,3,0.8,2,1,71.0,1,-2.6512294853204352,0.443935588339851
1237,18,258,40,24,94,176,4,0.1508799050749798,53,41.0,2,0.96,1,0,16.5,0,1.6370726398217839,2.427398723236248
1238,34,231,79,22,79,158,3,0.3456325244738945,48,54.0,2,0.79,1,1,59.3,0,1.0507787718909034,3.013682511824461
1239,38,71,13,0,50,68,1,0.5952152877244662,9,66.0,5,0.87,1,3,23.6,1,-2.711299956205339,-1.0653241713517267
1240,15,249,79,20,68,156,4,0.4721275539351295,59,58.0,4,0.64,3,2,64.4,0,0.5591504862653092,3.6057047577196255
1241,50,533,20,7,71,127,10,0.1273339364334414,54,34.0,2,0.85,4,5,79.8,2,2.2827709937631284,-0.8967352759483883
1242,46,592,33,3,74,279,5,0.0886546174887236,47,41.0,1,0.81,3,6,3.4,2,2.801959875849163,-1.7609141168039817
1243,42,449,34,7,80,248,7,0.0142513455530517,63,38.0,3,0.44,4,6,71.9,2,2.7869330650625526,-0.4962711499488059
1244,34,34,8,1,40,15,4,0.6647921187087091,7,68.0,1,0.6,2,6,50.2,1,-3.063283072710991,-0.8221831732522606
1245,33,147,70,15,44,64,8,0.432213782561936,27,56.0,3,0.82,5,5,77.9,0,-0.5016816455468168,2.278823678371713
1246,39,287,24,1,77,223,13,0.1951981699197585,54,58.0,3,0.14,4,6,37.7,2,2.006495482852212,-1.3418146131449875
1247,20,78,4,5,13,82,1,0.5863425521246785,26,56.0,2,0.83,1,2,67.9,1,-2.9721235584531454,0.28163000595197435
1248,39,398,13,8,71,237,9,0.1840594362438815,55,30.0,2,0.26,3,5,5.9,2,2.22484077787714,-1.4385249026712172
1249,61,537,37,2,80,129,5,0.1856167280652099,94,28.0,1,0.56,2,6,27.5,2,2.7894203998591123,-2.0434958437984454
1250,38,402,17,9,87,141,8,0.0481385423665009,60,63.0,3,0.83,1,5,6.3,2,2.0006868108945404,-0.9620616687578021
1251,26,151,70,18,88,179,7,0.214362715695664,51,36.0,1,0.33,2,3,78.1,0,1.6719291253209423,2.6717021421882112
1252,47,68,17,3,50,51,2,0.5816424582378952,21,28.0,4,0.32,5,7,65.5,1,-2.1074807448368973,-1.0471340057955285
1253,37,551,17,7,92,205,10,0.1969339479049016,61,30.0,1,0.46,3,7,68.4,2,2.955047814475476,-0.8770272400380775
1254,42,148,32,22,41,88,7,0.3903919639941182,46,63.0,5,0.91,3,2,75.1,0,-0.39570565407377406,1.6391518842954917
1255,32,214,34,23,62,147,6,0.3931206179065002,62,62.0,1,0.1,5,4,7.7,0,0.6339228798653517,1.3093022401858105
1256,54,90,1,7,12,67,2,0.5390131957154097,29,18.0,5,0.91,3,0,31.5,1,-2.1942925505110784,-1.3121654012354698
1257,59,544,21,9,74,230,12,0.0923114948839579,55,57.0,5,0.24,4,6,6.6,2,3.0751314819464644,-2.1018931413755264
1258,25,30,12,4,12,69,4,0.2595068597523295,10,61.0,5,0.99,2,0,17.7,1,-2.523450151290945,-0.13010078234688013
1259,51,118,10,4,55,31,2,0.4132307412114437,13,36.0,4,0.96,1,5,19.1,1,-1.7185152265567163,-1.671314591612406
1260,23,283,41,14,65,117,8,0.4330721877388173,33,29.0,1,0.55,5,0,38.1,0,0.47500094921062197,1.6837280167282753
1261,31,63,11,7,60,74,4,0.5012301280930683,26,25.0,1,0.56,4,2,22.2,1,-1.3324160444623887,-0.17230987248710183
1262,33,360,38,4,89,257,12,0.0434418195382421,65,25.0,4,0.53,1,2,9.0,2,3.3589986610480893,-0.708233219334982
1263,19,173,59,11,60,133,8,0.1667540471419483,64,62.0,3,0.67,1,1,14.2,0,0.9785003521345282,1.619654200548479
1264,37,46,7,3,38,18,3,0.238912156689781,16,29.0,2,0.18,5,7,12.6,1,-1.9789577534382177,-1.4703747187377458
1265,33,503,33,2,99,201,7,0.0539641440256428,99,65.0,1,0.13,4,6,77.9,2,3.1060511771568837,-0.38559541753254933
1266,36,78,14,2,31,28,1,0.6475551252882048,26,50.0,2,0.15,1,1,61.0,1,-2.869036322624855,-0.38154422778612257
1267,48,93,19,7,54,59,1,0.4604116197043252,18,62.0,4,0.5,1,0,77.5,1,-2.0056740224003318,-0.006211808628500758
1268,45,76,11,0,69,49,1,0.4527488319764432,4,43.0,3,0.35,4,4,35.7,1,-2.1161994649429037,-1.3371279637112796
1269,37,76,15,5,56,82,4,0.4302997711598264,9,56.0,3,0.66,3,1,23.0,1,-1.7051038215684862,-0.377818729228351
1270,40,263,24,24,49,109,5,0.1104786834128259,68,45.0,3,0.99,1,1,64.1,0,0.9803635334778221,1.4089466285426429
1271,59,503,31,6,86,228,7,0.1881358490230681,81,22.0,4,0.45,2,2,26.8,2,3.225212965053693,-1.5957879987472332
1272,64,551,35,3,74,212,9,0.0961812001506139,60,25.0,5,0.62,4,4,24.7,2,3.097668199893504,-2.120985443290573
1273,39,441,14,4,75,209,8,0.0099684055565883,78,42.0,5,0.47,1,5,19.4,2,2.562595197704632,-1.7265805991415613
1274,64,378,33,9,73,189,13,0.0317816335338707,99,44.0,2,0.86,5,0,11.2,2,3.7530758985364328,-1.1246073732035307
1275,48,113,4,4,39,28,4,0.2267569450237769,22,63.0,5,0.91,2,1,21.3,1,-1.6916075529706964,-1.3016130770434455
1276,45,36,3,6,37,18,4,0.7849007916686672,16,40.0,5,0.89,1,4,29.1,1,-2.8612633642092993,-1.1663282873251823
1277,60,355,34,6,81,192,8,0.0067227200366565,59,47.0,3,0.98,2,7,54.2,2,2.544730312529208,-1.4286806883194514
1278,35,86,4,1,42,11,2,0.7399000074123636,18,62.0,3,0.12,2,6,5.9,1,-3.1474749182763557,-1.5492310538502154
1279,49,104,15,7,16,25,2,0.6967210251933038,24,64.0,2,0.86,3,4,17.6,1,-2.825535239261807,-0.9287621916680822
1280,43,562,14,5,87,188,7,0.1450311455102229,76,40.0,1,0.78,2,7,64.9,2,2.7878167454290694,-1.3549373010050418
1281,53,554,28,3,94,204,13,0.0366030888469454,72,66.0,2,0.31,3,0,12.6,2,3.708961379748257,-1.4991061974072089
1282,32,236,23,14,46,145,9,0.3180422113042799,43,64.0,2,0.96,4,4,28.1,0,0.35454709857767663,0.44191958172137547
1283,51,57,11,0,48,53,1,0.5677400965171696,14,37.0,4,0.23,3,7,69.3,1,-2.473021704647145,-1.6598089259693816
1284,20,217,20,14,60,64,4,0.3656751658021669,21,35.0,4,0.71,5,4,13.2,0,-0.9361595438087261,0.7817693895134763
1285,27,45,16,2,48,80,4,0.6721820809505998,6,35.0,2,0.3,1,4,7.5,1,-2.3133234086791625,-0.7887853282882704
1286,42,178,29,7,90,122,3,0.1805455128543897,26,19.0,2,0.49,4,6,39.3,0,0.4258307439611576,-0.5249786678724281
1287,38,49,4,5,61,19,4,0.2757522696755681,15,21.0,2,0.75,4,7,24.9,1,-1.4352710308926107,-1.2099013943578123
1288,39,43,9,7,67,32,2,0.534788443269584,2,47.0,5,0.61,5,7,45.5,1,-2.4727049373044303,-0.5800595083020347
1289,39,250,27,16,72,101,6,0.4193376752897313,58,50.0,4,0.48,3,1,64.5,0,0.388924536578031,0.9909090364959282
1290,40,118,18,2,28,73,3,0.317365563826709,12,53.0,2,0.39,1,0,11.8,1,-1.8478346060363,-0.9642153589247651
1291,24,127,43,13,75,160,7,0.2249396407542054,28,35.0,3,0.86,3,6,46.9,0,0.5595725374629253,1.1633790769136312
1292,29,262,67,18,79,141,4,0.2790411761280867,25,54.0,3,0.23,2,4,40.9,0,0.5774134071026948,2.0191076100405385
1293,41,512,25,3,82,122,6,0.0337708413355372,77,36.0,5,0.49,3,4,12.4,2,2.2533684896995974,-1.423415953264935
1294,50,30,8,4,41,52,3,0.3878971968903694,6,64.0,5,0.91,4,1,50.3,1,-2.4173036655577023,-0.7948845336422502
1295,28,138,51,13,51,70,8,0.2278667329762179,20,45.0,1,0.86,1,0,22.6,0,-0.1047713052445233,1.5000571183971907
1296,38,59,13,1,13,32,2,0.7878694747127133,27,57.0,1,0.46,3,2,39.5,1,-3.2864818132017244,-0.6977112641075944
1297,56,574,34,3,70,144,8,0.1780516106035604,44,37.0,1,0.79,1,6,7.5,2,2.2874967540556246,-2.0788473272972032
1298,17,128,71,10,89,65,5,0.4038329640458528,30,66.0,5,0.84,1,1,37.3,0,-0.39452648040419974,2.457050710835651
1299,19,76,12,3,18,89,4,0.4965274683501799,3,50.0,5,0.9,2,0,25.2,1,-2.740766630901316,0.06368485968595769
1300,26,149,45,20,60,87,4,0.1402549914094133,40,29.0,5,0.59,2,6,66.0,0,0.0896731489818132,1.8014285879171177
